Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
PYPL,49.75,2026/04/23,16:00 EDT,-1.47,50.738,50.88,49.17,11520857,20230515,62.24,4.0,1.28,,,,BUY
CRSR,6.39,2026/04/23,16:00 EDT,-0.0799999,6.41,6.465,6.24,609105,,,,,,,,
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20250929,180.0,5.0,0.01,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20250916,170.29,5.0,0.01,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20250804,160.11,10.0,4.01,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20250210,114.06,5.0,1.46,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20241206,75.0,15.0,0.04,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20241115,63.86,12.0,1.95,,,,SELL
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20230629,15.3,7.0,0.0,,,,BUY
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20230607,14.68,15.0,1.26,,,,BUY
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20230515,9.58,30.0,1.28,,,,BUY
PLTR,141.57,2026/04/23,16:00 EDT,-11.05,149.7,150.29,139.92,58248826,20210510,18.76,10.0,0.0,,,,BUY
WBA,,,,,,,,,,,,,,,,
FL,,,,,,,,,,,,,,,,
DBX,23.9,2026/04/23,16:00 EDT,-0.790001,24.2,24.41,23.49,3330401,,,,,,,,
QCOM,133.95,2026/04/23,16:00 EDT,-2.12001,136.2,136.99,132.05,10082586,,,,,,,,
SWKS,61.55,2026/04/23,16:00 EDT,-0.220001,62.2,62.27,60.58,2698828,,,,,,,,
KO,76.28,2026/04/23,16:00 EDT,1.65,75.44,76.6599,75.16,9466804,,,,,,,,
TPR,146.45,2026/04/23,16:00 EDT,0.279999,148.59,149.965,144.7084,1140829,,,,,,,,
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20251120,117.18,6.0,1.77,,,,SELL
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20231016,91.14,6.0,1.37,,,,BUY
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20230202,103.3,5.0,0.02,,,,SELL
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20201021,72.8,2.0,0.0,,,,BUY
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20200401,55.22,2.0,1.11,,,,BUY
WYNN,105.61,2026/04/23,16:00 EDT,-1.03,106.08,106.08,103.11,1621704,20200320,52.3,1.0,1.09,,,,BUY
UBER,74.7,2026/04/23,16:00 EDT,-0.880005,76.66,77.1773,73.75,18635839,,,,,,,,
CCL,26.65,2026/04/23,16:00 EDT,-0.290001,26.79,27.33,26.18,20999485,,,,,,,,
SBUX,99.54,2026/04/23,16:00 EDT,0.0200043,99.97,100.8099,99.2,4504758,,,,,,,,
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20250428,285.71,10.0,0.09,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20250106,408.51,5.0,0.07,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20240129,188.2,2.5,1.23,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20240124,207.56,0.5,0.0,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20231016,252.59,2.0,1.28,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20230607,224.74,1.0,1.28,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200814,109.43,1.5,0.01,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200716,99.193,1.5,0.0,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200317,30.05,6.0,1.13,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200228,43.904,2.7,1.21,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200220,58.976,3.0,1.2,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200219,61.92,3.3,1.2,,,,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200205,53.477,9.106052,0.02,,,,SELL
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200203,49.382,8.907376,0.0,,,Druhy,BUY
TSLA,373.72,2026/04/23,16:00 EDT,-13.79,375.485,385.3383,368.3901,93500126,20200203,50.33,0.198675,0.0,,,První nákup,BUY
